Style#,Category Name,Collection Name,Wholesale Price,Retail Price,status,Long Description,Metal Type,Diamond Quantity,Diamond Weight,Type,Qty On Hand,Memo Out,Owned,~
ACN0052,NECKLACE,ANGELA,   6600.00,  13200.00,Yes,Angela Cummings for Assael Necklace with 78 South Sea Cultured Pearls 9.0 - 11.0mm set in 18K YG/Platinum and 34 Diamonds 0.90 cts,PT/18KYG,        34,      0.90,SSP,         0,         0,         0,~
ACN0053,NECKLACE,ANGELA,  16500.00,  33000.00,Yes,"Angela Cummings for Assael Necklace with 31 Tahitian Natural Color Cultured Pearls, 12.0 -14.4mm set in Platinum and 96 Diamonds = 3.81 cts",PLAT,         0,      0.00,THP,         0,         0,         0,~
ACN0054,NECKLACE,ANGELA,   7300.00,  14600.00,Yes,Angela Cummings for Assael Fish Tail Knot Necklace with 2 Rows of 106 Cultured Pearls 7.5 - 8.0mm set in Platinum/18K WG Clasp and 67 Diamonds 1.95 cts,PT/18KWG,        67,      1.95,SSP,         0,         0,         0,~
ACN0066,NECKLACE,ANGELA,  15668.00,  31335.00,Yes,"Angela Cummings for Assael Fishtail Necklace with 43 South Sea Cultured Pearls, 12.0 - 14.9mm set in 18K YG/Platinum and 100 Diamonds = 1.93 cts",PT/18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACN0067,NECKLACE,ANGELA,   8900.00,  17800.00,Yes,Angela Cummings for Assael Necklace with 216 Golden Keshi Pearls 4.8 - 11.0mm set in 18K YG and 23 Diamonds 0.38 cts,18KYG,        23,      0.38,,         0,         0,         0,~
ACN0070,NECKLACE,ANGELA,  16500.00,  33000.00,Yes,"Angela Cummings for Assael Necklace with 31 Tahitian Natural Color Cultured Pearls, 12.0 - 14.0mm set in Platinum and 96 Diamonds = 3.73 cts",PLAT,        96,      3.73,THP,         0,         0,         0,~
ACN0072,NECKLACE,ANGELA,   2759.00,   5515.00,Yes,Angela Cummings for Assael Open Petal Lariat Diamond Necklace with South Sea Cultured Pearl Drop 12.5 X 10.3mm set in 18K YG and 36 Diamonds = 0.86 cts,18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACN0079,NECKLACE,ANGELA,  16500.00,  33000.00,Yes,"Angela Cummings for Assael Necklace with 31 Tahitian Natural Color Cultured Pearls, 12.2 - 15.5mm set in Platinum and 96 Diamonds = 3.73 cts",PLAT,        96,      3.73,THP,         0,         0,         0,~
ACN0084,NECKLACE,ANGELA,   7000.00,  14000.00,Yes,Angela Cummings for Assael Thorn Sprig Necklace with 36 Akoya Cultured Pearls 7.0 - 8.75mm set in 18K YG,18KYG,         0,      0.00,JAP,         0,         0,         0,~
ACN0095,NECKLACE,ANGELA,   7000.00,  14000.00,Yes,Angela Cummings for Assael Thorn Sprig Necklace with 36 Akoya Cultured Pearls 7.0 - 8.75mm set in 18K YG,18KYG,         0,      0.00,JAP,         0,         0,         0,~
ACN0100,NECKLACE,ANGELA,  16500.00,  33000.00,Yes,Angela Cummings for Assael Open Link Necklace set in 18K YG and 415 Diamonds 9.73 cts,18KYG,       415,      9.73,WHITE DIAM,         0,         0,         0,~
ACP0002,BROOCH,ANGELA,   8000.00,  16000.00,Yes,Angela Cummings for Assael Seahorse Brooch with Single South Sea Cultured Pearl Baroque 15.8 X 14.7mm set in Platinum/18K YG and 68 Rd Diamonds 1.41 cts,PT/18KYG,        68,      1.41,SSP,         0,         0,         0,~
ACP0003,BROOCH,ANGELA,  11100.00,  22200.00,Yes,Angela Cummings for Assael Ribbon Brooch with Single South Sea Cultured Pearl Drop 15.7 X 15.2mm set in Platinum/18K YG and 91 Round Diamonds =2.77 cts,PT/18KYG,        91,      2.77,SSP,         0,         0,         0,~
ACP0011,PENDANT,ANGELA,   2475.00,   4950.00,Yes,Angela Cummings for Assael Leaf Diamond Pendant set in 18K YG and 49 Diamonds = 0.24 cts,18KYG,        49,      0.24,WHITE DIAM,         0,         0,         0,~
ACP0040,PENDANT,ANGELA,   2500.00,   5000.00,Yes,Angela Cummings for Assael Leaf Diamond Pendant set in 18K YG and 49 Diamonds 0.24 cts,18KYG,        49,      0.24,WHITE DIAM,         0,         0,         0,~
ACP0041,PENDANT,ANGELA,   2475.00,   4950.00,Yes,Angela Cummings for Assael Leaf Diamond Pendant set in 18K YG and 49 Diamonds = 0.24 cts,18KYG,        49,      0.24,WHITE DIAM,         0,         0,         0,~
ACP0045,BROOCH,ANGELA,   8000.00,  16000.00,Yes,Angela Cummings for Assael Seahorse Brooch with Single South Sea Cultured Pearl Drop 17.5 x 14.4mm set in Platinum/18K YG and 68 Round Diamonds = 1.87 cts,PT/18KYG,        68,      1.87,SSP,         0,         0,         0,~
ACP0050,CUFFLINKS,ANGELA,   1325.00,   2650.00,Yes,Angela Cummings for Assael Pair of Seahorse Cufflinks with 2 Sapphires set in 18K YG,18KYG,         0,      0.00,RUB/EM/SAP,         0,         0,         0,~
ACR0011,RING,ANGELA,   7075.00,  14150.00,Yes,"Angela Cummings for Assael Wave Ring with Single Tahitian Natural Color Cultured Pearl Button, 16.1 - 16.0mm set in 18 YG/Platinum and 90 Rd Diamonds = 2.92 cts",PT/18KYG,        90,      2.92,THP,         0,         0,         0,~
ACR0014,RING,ANGELA,   7284.00,  14565.00,Yes,"Angela Cummings for Assael Cluster Petal Ring with South Sea Cultured Pearl Button, 10.7 - 10.6mm set in 18K YG and 42 Diamonds = 3.78 cts",18KYG,        42,      3.78,SSP,         0,         0,         0,~
ACR0017,RING,ANGELA,   3000.00,   6000.00,Yes,"Angela Cummings for Assael Sculpted Oval Diamond Pearl Ring with South Sea Cultured Pearl Round, 10.1 - 10.0mm set in 18K YG and 24 Diamonds 0.88 cts",18KYG,        24,      0.88,SSP,         0,         0,         0,~
ACR0018,RING,ANGELA,   1600.00,   3200.00,Yes,Angela Cummings for Assael Sculpted Oval Ring set in 18K YG,18KYG,         0,      0.00,,         0,         0,         0,~
ACR0024,RING,ANGELA,   7445.00,  14890.00,Yes,"Angela Cummings for Assael Wave Ring with Single South Sea Cultured Pearl, 15.9 - 15.6 - 15.1mm set in 18 YG/Platinum and 90 Rd Diamonds = 3.05 cts",PT/18KYG,        90,      3.05,SSP,         0,         0,         0,~
ACR0028,RING,ANGELA,   1700.00,   3400.00,Yes,"Angela Cummings for Assael Sculpted Oval Pearl Ring with South Sea Cultured Pearl Button, 10.7 - 10.5mm set in 18K YG",18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACR0037,RING,ANGELA,   3163.00,   6325.00,Yes,"Angela Cummings for Assael Flower Ring with South Sea Cultured Pearl Round, 10.8 - 10.8mm set in 18K YG and 66 Diamonds = 0.92 cts",18KYG,        66,      0.92,SSP,         0,         0,         0,~
ACR0061,RING,ANGELA,   1700.00,   3400.00,Yes,"Angela Cummings for Assael Sculpted Oval Pearl Ring with South Sea Cultured Pearl Button, 11.1 - 9.5mm set in 18K YG",18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACR0062,RING,ANGELA,   3495.00,   6990.00,Yes,Angela Cummings for Assael Sculpted Oval Diamond Ring set in 18K YG and 46 Diamonds = 1.49 cts,18KYG,        46,      1.49,WHITE DIAM,         0,         0,         0,~
AFP0005,PENDANT,FLORA,   7200.00,  14400.00,Yes,Assael Flora Collection Akoya Cultured Pearl 8mm set in 18K YG Pendant with 126 Orange Sapphires = 2.92 cts and 108 Diamonds = 0.52 cts,18KYG,         0,      0.00,JAP,         0,         0,         0,~
AS657W07S,BRACELET,AKOYA PROG,    670.00,   1340.00,Yes,"7"" Akoya Cultured Pearl Bracelet 6 1/2 - 7mm w/ 18K WG Clasp",18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS657W16S,NECKLACE,AKOYA PROG,   1260.00,   2520.00,Yes,Akoya Cultured Pearls 6.5 - 7.0mm set in 18K WG Necklace,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS657W32,NECKLACE,AKOYA PROG,   2400.00,   4800.00,Yes,Akoya Cultured Pearls 6.5 - 7.0mm set in 18K WG Necklace,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS758W07S,BRACELET,AKOYA PROG,    900.00,   1800.00,Yes,Akoya Cultured Pearls 7.5 - 8.0mm set in 18K WG Bracelet ,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS758W16S,NECKLACE,AKOYA PROG,   1790.00,   3580.00,Yes,Akoya Cultured Pearls 7.5 - 8.0mm set in 18K WG Necklace ,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS758W18S,NECKLACE,AKOYA PROG,   1990.00,   3980.00,Yes,Akoya Cultured Pearls 7.5 - 8.0mm set in 18K WG Necklace  ,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS758W32,NECKLACE,AKOYA PROG,   3370.00,   6740.00,Yes,Akoya Cultured Pearls 7.5 - 8.0mm set in 18K WG Necklace ,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS758Y24,NECKLACE,AKOYA PROG,   2580.00,   5160.00,Yes,Akoya Cultured Pearls 7 1/2 - 8mm set in 18K YG Necklace,18KYG,         0,      0.00,JAP,         0,         0,         0,~
AS775W07,BRACELET,AKOYA PROG,    790.00,   1580.00,Yes,Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Bracelet,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS775W18S,NECKLACE,AKOYA PROG,   1700.00,   3400.00,Yes,Akoya Cultured Pearl Necklace 7 - 7 1/2mm w/ 18K WG Clasp,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS775W38,NECKLACE,AKOYA PROG,   3360.00,   6720.00,Yes,Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Necklace,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS775W40S,NECKLACE,AKOYA PROG,   3520.00,   7040.00,Yes,Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Necklace,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS775Y07,BRACELET,AKOYA PROG,    790.00,   1580.00,Yes,Akoya Cultured Pearls 7 - 7 1/2mm set in 18K YG Bracelet,18KYG,         0,      0.00,JAP,         0,         0,         0,~
AS859W07,BRACELET,AKOYA PROG,   1480.00,   2960.00,Yes,Akoya Cultured Pearls 8.5 - 9.0mm set in 18K WG Bracelet,18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS859W16,NECKLACE,AKOYA PROG,   3120.00,   6240.00,Yes,"16"" Akoya Cultured Pearl Necklace 8 1/2 - 9mm w/ 18K WG Clasp",18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS859W18S,NECKLACE,AKOYA PROG,   3480.00,   6960.00,Yes,"18"" Akoya Cultured Pearl Necklace 8.5 - 9.0mm with 18K WG Clasp",18KWG,         0,      0.00,JAP,         0,         0,         0,~
AS995W22,NECKLACE,AKOYA PROG,   7800.00,  15600.00,Yes,Akoya Cultured Pearls 9.0 - 9.5mm set in 18K WG Necklace,18KWG,         0,      0.00,JAP,         0,         0,         0,~
B1136G,BRACELET,,    800.00,   1600.00,Yes,18K YG/Steel Bangle Bracelet with 1 Oval Cab Spinel,18KYG,         0,      0.00,,         0,         0,         0,~
B1171,BRACELET,,   5600.00,  11200.00,Yes,"3 Rows of Tahitian Natural Color Cultured Pearls 10.0 - 9.1mm set in 18K WG Bracelet with Diamond Dividers 0.45 cts and Clasp 0.22 cts, total diamond weight 0.67 cts ",18KWG,        63,      0.67,THP,         0,         0,         0,~
B1172,BRACELET,AKOYA JEWL,   5000.00,  10000.00,Yes,"3 Rows of Akoya Cultured Pearls 8.0 - 8.5mm set in 18K WG Bracelet with 3 Diamond Dividers and Diamond Clasp, Total diamond weight = 0.41 cts",18KWG,        36,      0.41,JAP,         0,         0,         0,~
B1187,BRACELET,LEGACY,   3200.00,   6400.00,Yes,2 Rows of Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Bracelet with 3 Diamond Dividers 0.48 cts and Diamond Clasp 0.32 cts (Double Row),18KWG,        20,      0.80,JAP,         0,         0,         0,~
B1198,BRACELET,AKOYA JEWL,   2800.00,   5600.00,Yes,3 Rows of Akoya Cultured Pearls 7.5 - 8.0mm set in 18K YG Bracelet with 9 Diamond Clasp 0.14 cts ,18KYG,         9,      0.14,JAP,         0,         0,         0,~
B1207,BRACELET,,  19800.00,  39600.00,Yes,48 South Sea Cultured Pearls 10.0 - 11.4mm set in 18K WG Bracelet with 4 Diamond Dividers 2.52 cts and Diamond Clasp 0.63 cts ,18KWG,        45,      3.15,SSP,         0,         0,         0,~
B1217,BRACELET,,   5200.00,  10400.00,Yes,"14 Tahitian Natural Color Cultured Pearls 13.5 - 11.4mm set in 18K WG Bracelet with 6 Diamond Rondelles 0.66 cts and Diamond Clasp 0.34 cts, Total 106 Diamonds 1.00 cts ",18KWG,         0,      0.00,THP,         0,         0,         0,~
B1231,BRACELET,,   3300.00,   6600.00,Yes,14 Tahitian Natural Color Cultured Pearls 13.7 - 12.7mm set in 18K WG Bracelet with 6 Diamond Rondelles 0.66 cts and Diamond Clasp 0.09 cts ,18KWG,         0,      0.00,THP,         0,         0,         0,~
B1241,BRACELET,LEGACY,   3200.00,   6400.00,Yes,2 Rows of Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Bracelet with 3 Diamond Dividers 0.48 cts and Diamond Clasp 0.32 cts (Double Row),18KWG,        20,      0.80,JAP,         0,         0,         0,~
B1245,BRACELET,LEGACY,   3200.00,   6400.00,Yes, 2 Rows of Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Bracelet with 3 Diamond Dividers 0.48 cts and Diamond Clasp 0.32 cts (Double Row),18KWG,        20,      0.80,JAP,         0,         0,         0,~
B1283,BRACELET,LEGACY,   4300.00,   8600.00,Yes,"3 Rows of Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Bracelet with 3 Diamond Dividers 0.60 cts and Diamond Clasp 0.40 cts, Total diamond weight 1.00 cts (Triple Row)",18KWG,        25,      1.00,JAP,         0,         0,         0,~
B1291,BRACELET,LEGACY,   3200.00,   6400.00,Yes,2 Rows of Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Bracelet with 3 Diamond Dividers 0.48 cts and Diamond Clasp 0.32 cts (Double Row),18KWG,        20,      0.80,JAP,         0,         0,         0,~
B1292,BRACELET,LEGACY,   3200.00,   6400.00,Yes,2 Rows of Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Bracelet with Diamond Clasp 0.32 cts and 3 Diamond Dividers 0.48 cts (Double Row),18KWG,        20,      0.80,JAP,         0,         0,         0,~
B1311,BRACELET,,   4900.00,   9800.00,Yes,"18K WG Bracelet with 6 Diamond Rondelles and Diamond Clasp, Total diamond weight = 1.8075 cts and 14 South Sea Cultured Pearls 11.9 - 10.1mm",18KWG,         0,      0.00,SSP,         0,         0,         0,~
B1334,BRACELET,AKOYA JEWL,   2800.00,   5600.00,Yes,Akoya Cultured Pearls 2 Row Bracelet 7.5 - 8.0mm set in four 18K WG Dividers with 20 Diamonds 0.20 cts and Diamond Clasp 0.85 cts ,18KWG,        67,      1.65,JAP,         0,         0,         0,~
B1384,BRACELET,LEGACY,   4300.00,   8600.00,Yes,18K WG Bracelet with 3 Diamond Dividers and Diamond Clasp = 1.00 cts and 3 Rows of 66 Akoya Cultured Pearls 7.5 - 7.0mm (Triple Row),18KWG,        25,      1.00,JAP,         0,         0,         0,~
B1391,BRACELET,,   5200.00,  10400.00,Yes,18K YG Ring Mesh Bracelet with 9 Diamonds = 0.27 cts and 12 Drop South Sea Cultured Pearls 10.4 - 9.6mm,18KYG,         0,      0.00,SSP,         0,         0,         0,~
B1402,BRACELET,,   2700.00,   5400.00,Yes,5 Tahitian Natural Color Cultured Pearls 12.0 - 11.0mm set in 18K YG Bracelet with 8 Moonstones 11.675 cts ,18KYG,         0,      0.00,THP,         0,         0,         0,~
B1410,BRACELET,,   6300.00,  12600.00,Yes,"18K WG Bracelet with 5 Diamonds Rondelles and Diamonds Clasp, Total 197 Diamonds = 1.63 cts and 14 South Sea Cultured Pearls 12.9 - 10.7mm",18KWG,         0,      0.00,SSP,         0,         0,         0,~
B1441,BRACELET,,   6000.00,  12000.00,Yes,"18K WG Bracelet with 4 Diamond Rondelles and Diamond Clasp, Total 181 Diamonds = 1.36 cts and 15 South Sea Cultured Pearls 12.4 - 11.3mm",18KWG,         0,      0.00,SSP,         0,         0,         0,~
B1452,BRACELET,,   2800.00,   5600.00,Yes,8 South Sea Cultured Pearls 14.2 - 10.6mm set in 18K YG Bracelet with 7 Tourmalines 10.22 cts,18KYG,         0,      0.00,SSP,         0,         0,         0,~
B1454,BRACELET,AKOYA JEWL,   4200.00,   8400.00,Yes,Akoya Cultured Pearls 5 Row Bracelet 7.5 - 7.0mm set in 18K WG Dividers and Clasp with 67 Diamonds 0.76 cts,18KWG,        67,      0.76,JAP,         0,         0,         0,~
B1456,BRACELET,,   9700.00,  19400.00,Yes,5 South Sea Cultured Pearls 14.0 - 12.9mm set in 18K WG Bracelet with Diamond Rondelles 1.21 cts ,18KWG,         0,      1.21,SSP,         0,         0,         0,~
B1460,BRACELET,,   9500.00,  19000.00,Yes,5 Golden South Sea Cultured Pearls 14.0 - 13.0mm set in 18K YG Bracelet with Diamond Rondelles 108 Diamonds 1.17 cts ,18KYG,       108,      1.17,GSSP,         0,         0,         0,~
B1466,BRACELET,,  54900.00, 109800.00,Yes,"Platinum Bracelet with Diamond Clasp, Total 144 Diamonds = 10.04 cts and 3 Rows of 45 South Sea Cultured Pearls 12.2 - 11.0mm with",PLAT,         0,      0.00,SSP,         0,         0,         0,~
B1468,BRACELET,AKOYA JEWL,   3600.00,   7200.00,Yes,Akoya Cultured Pearls 3 Row Bracelet 7.5 - 8.0mm set in three 18K WG Diamond Dividers 0.555 cts and Diamond Clasp 0.63 cts,18KWG,         0,      1.19,JAP,         0,         0,         0,~
B1475,BRACELET,,  10600.00,  21200.00,Yes,5 Tahitian Natural Color Cultured Pearls 13.8 - 12.6mm set in 18K WG Bracelet with Diamond Rondelles 1.42 cts,18KWG,         0,      1.42,THP,         0,         0,         0,~
B1488,BRACELET,,  12900.00,  25800.00,Yes,"18K WG Bracelet with 6 Diamond Rondelles and Diamond Clasp,  Total 217 Diamonds = 2.17 cts and 12 Tahitian Natural Color Cultured Pearls 12.6 - 13.5mm",18KWG,         0,      0.00,THP,         0,         0,         0,~
B1498,BRACELET,,   3700.00,   7400.00,Yes,7 Golden South Sea Cultured Pearls 13.5 - 10.9mm set in 18K YG Bracelet with 8 Tourmalines 15.67 cts ,18KYG,         0,      0.00,GSSP,         0,         0,         0,~
B1504,BRACELET,,  10900.00,  21800.00,Yes,"18K WG Bracelet with Diamond Rondelles ,Total diamond weight = 1.23 cts and 5 Tahitian Natural Color Cultured Pearls 14.0 - 13.4mm",18KWG,         0,      0.00,THP,         0,         0,         0,~
B1524,BRACELET,,   9200.00,  18400.00,Yes,"18K WG Bracelet with 4 Diamond Rondelles and Diamond Clasp, Total diamond weight = 1.49 cts and 15 South Sea Cultured Pearls 13.2 - 11.5mm",18KWG,         0,      0.00,SSP,         0,         0,         0,~
B1531,BRACELET,,  12100.00,  24200.00,Yes,"18K WG Bracelet with Diamond Rondelles, Total diamond weight = 2.74 cts and 15 Tahitian Natural Color Cultured Pearls 12.6 - 11.0mm",18KWG,         0,      0.00,THP,         0,         0,         0,~
B1538,BRACELET,,   1800.00,   3600.00,Yes,18K WG Bracelet with 8 Blue Moonstones = 10.53 cts and 13 South Sea Cultured Pearls 10.6 - 10.3mm,18KWG,         0,      0.00,SSP,         0,         0,         0,~
B1542,BRACELET,,   2300.00,   4600.00,Yes,6 Tahitian Ringed Natural Color Cultured Pearls 11.7 - 11.5mm set in 18K YG Bracelet with 6 Briolette Green Moonstones 10.45 cts ,18KYG,         0,      0.00,THP,         0,         0,         0,~
B1544,BRACELET,,   1800.00,   3600.00,Yes,18K YG Bracelet with 6 Green Moonstones = 10.45 cts and 6 Tahitian Ringed Natural Color Cultured Pearls 11.8 - 11.7mm,18KYG,         0,      0.00,THP,         0,         0,         0,~
B1558,BRACELET,,   4200.00,   8400.00,Yes,3 Tahitian Natural Color Cultured Pearls 11.0 - 13.0mm set in 18K YG Bracelet with 8 Moonstones 15.28 cts,18KYG,         0,      0.00,THP,         0,         0,         0,~
B1577,BRACELET,,  25100.00,  50200.00,Yes,"6 Golden South Sea Cultured Pearls Button 12.5 X 11.0mm, 6 South Sea Cultured Pearls Button 12.6 X 10.9mm & 6 Tahitian Natural Color Cultured Pearls 12.4 X 11.5mm set in 18K YG Bracelet with 217 Diamonds 6.75 cts, *Pearls interchangeable",18KW/YG,       217,      6.75,MULTI,         0,         0,         0,~
B1581,BRACELET,AKOYA JEWL,   7800.00,  15600.00,Yes,"Akoya Cultured Pearls 6 Row Bracelet, 8 inches, 8.0 - 8.5mm set in an 18K WG Divider and Clasp with 166 Diamonds 1.21 cts",18KWG,         0,      0.00,JAP,         0,         0,         0,~
